text,audio
ከሁሉም ይልቅ ለዘላለም ሕይወት ያዘጋጀሃል፡፡,51.mp3
አቶ አባተውስኪውን ደጋግመው ከሄዱ ቆይተዋል,52.mp3
ፀሃይዋ የዕለት ሞትዋ ለመሞት ይልቁል ወርዳ ኣድማስ ላይ የእሳት ፍም መስላ በመተኛቷች ደጅ መጨለም ጀምረዋል,53.mp3
ጉሞቹ በእሳት የጋዩ ይመስላሉ,54.mp3
ንፋስ ስለሌለ የሚታዩት ባህርዛፎች እይወዛወዙም,55.mp3
ህይወት ያላቸው አይመስሉም ,56.mp3
አረንጓዴ ቀለማቸው ወደ ጥቁረት ሊለወጥ ምንም አልቀረውም,57.mp3
የጸሀዬዋ ቁልቁል መውረድ እንግዳ ቤቱ ውስጥ ላሉት የኤሌክትሪክ መብራቶች ድምቀት ሰጥቶ ነፍስ ዘርቶባቸዋል ,58.mp3
እንግዳ ሴቱ በሲጃራ ጢስ ታፍኗል,59.mp3
እንዶጫማህ መጣመታን ተወውና ገነት ሆቴል ሄዶን ብናመሽ ይሻላል ,60.mp3
በዛሬ ሌሊት ክርስቶስ ከመቃብር ሲነሳ ተኝቼ ላንብብ ማለት መናፍቅ ያሰኛል,61.mp3
ሀጢአት ነው ለውግዘት የሚያበቃ ሀጢአት ነው,62.mp3
አለው ኣበራ ሃይለማርያምን,63.mp3
ኣብረው እንዲሄዱ ሀይለማርያምን ሲለምነው አራተኛው ጊዜ መሆኑ ነበር,64.mp3
አበራ በሚያብለጨልጭ ጥቁር ልብስና ተወልውሎ በሚያንጸባርቅ ጥቁር ጫማ ተሽሞንሙኗል,65.mp3
የነጭ ሸሚዙ ኮሌታ እንደውብ ጥርስ ከሩቅ ይጣራል,66.mp3
ቀይ ሆኖ ጥቁር ክብ ነጥቦች ያሉበት ክራቫቱና ተመሳሳይ የዶረት መሀረቡ በግሩም አኳሆን ከልብሱ ጋር ተዋህደዋል,67.mp3
ሀይለማርያም ከሚያነብበው መጽሀፍ ላይ ቀና ብሎ ጉሮሮውን ኣሳላና አሁን ገነት ሆቴል እንሂድ ብለህ ባት ጨቀጭቀኝ ምናለበት,68.mp3
ጥሩምባ ሲያናፋ ለመስማት ነው ወይስ ጭፈራ ለማየት 1 አይን ከማስቀየምና ጆሮ ከማስጠለዝ ሌላ ትርፉ ምንድንነው,69.mp3
ከሄድኩ ላይቀር የሚያስደስት የሰው ፊት የማይበት ቦታ ብሄድ ደስ ይለኛል,70.mp3
ለነፍስ ምግብ የሚሆን አለና አፉን እንደጉማሬ ከፍቶ ኣዛጋ ,71.mp3
መጽሀፉንና ሲጃራውን እንደያዘ ረጃጅም እጆቹን ወደላይ ዘርግቶ ተንጠራራ,72.mp3
ለነፍስ ምግብ የሚሆን እንደማያጋጥምህ አስቀድመህ እንዴት ልታውቅ ትችላለህ,73.mp3
መጽሀፉም ቢሆን እሹ ታገኛላችሁ በር ምቱ ይከፈትላችኋል ነው ያለው ይልቅ እንሂድ ከመሄዳችን በፊት ግን ልብስህን መለወጥ አለብህ ዛሬ እንኳን,74.mp3
የሀይለማርያም ቡናማ ኮትና ሱሪ ተጨማዶዋል,75.mp3
ለሶስትና ላራት ቀኖች፤ ቀንም ሆነ ሌሊት ተለይተውት የሚያውቁ አይመስሉም,76.mp3
ካንዱ በኩል ያለው የሸሚዙ ኮሌታ ወደላይ ተቀልሶ ከጆሮ ግንዱ ጋር ይሟገታል,77.mp3
ከእርጅናው የተነሳ ቀለሙ የደበዘዘው ቀይ ክራቫት ወደጐን አዘንብሏል ,78.mp3
ሸምቀቆው ተፈትቶ የሚያውቅ አይመስልም,79.mp3
የለበሰውን ልብስም ሆነ ያደረገውን ጫማ ከሸሚዙና ከእግር ሹራቡ በስተቀር የሚለውጠው ምናልባት በሶስት ወር አንድ ጊዜ ቢሆን ነው ,80.mp3
ልብሱን በለወጠበት እለት ቅንቅን እንዶያዘው ሰው ሰውነቱ ሲወራጭ ይውላል ቀኑ ሁሉ ይቀፈዋል ,81.mp3
እንሂድ ካልክ ተነስ መቼም አንተፈቃድህ ካልሞላ እንደህጻን ልጅ ሰው አትለቅም ለልብሴ እንደሆነ የጠላኝ ከፊቴ ዞር ሊል ይችላል አለና ተነስቶ ቆመ,82.mp3
ጨለማው አይን ያዝ ማድረግ ጀምሮአል ፎቹ ከሩቅ ሲታዩ አየር ላይ የተንሳፈፈ ጥላ ይመስላሉ እንዶውቅያኖስ ባህር በተንጣለለው ሰማይላይ የብር ስባሪ መስላ በባህርዛፎች መካከል የምትታየው ጨረቃ ከእንቅልፉ ነቅቶ እንደሚያዛጋ ህጻን ትማርካለች,83.mp3
 የኢንተርኔት አገልግሎት ንም በተመለከተበ ክልሎች በዞኖችና በአዲስ አበባ በተለያዩ ቦታዎች የአገልግሎት ማእከሎ ችን ለ ማቋቋም መታቀዱን አብራር ተዋል  ,
 በዚህም አነስተኛ መስኖ ዎችን በማስፋፋት አገሪቱን በተደጋጋሚ ከሚ ያጠቃ ት ድርቅና የምግብ እህል እጥረት ለ ማቃለል እንደሚ ቻል ጠቁ መዋል  ,
 ይህ እንዳይሆን በህይወታቸው መስዋእትነት ያስገኙ ትን የኢትዮጵያዊ ነት ክብር አንግ በን ለ ቅድስት ሀገራችን አንድነትና ሉአላዊነት ሰላምና ብልጽግና በህብረት እንቁም  ,
 የመጀመሪያው ነጥብ በተቃዋሚ ሀይሎች ሰፈር በጋራ አቋም ላይ በጋራ ለ ማቆም ያየነው ጽናት አነስተኛ መሆኑ ነው  ,
 አቅም በሚ ፈቅደው መሰረት አስቀድሞ መዘጋጀት ስለሚ ፈልጉ የሚያጠራጥር አይሆንም ስትል የአሜሪካ ድምጽ ዜና ዘጋቢ ገልጻ ለች  ,
 ከ ለ ቀስተኞቹ መካከል አብዛኛዎቹ ጸሀዩ ዛሬ ተገለጠ ሀይለስላሴ ማሩን አለማችን አባታችን የአፍሪካ አባት የአለም አባት በማለት ነበር ሀዘና ቸውን የሚገልጹ  ,
 ከዚህ ጋር ለ ሰብአዊ አገልግሎት መሰለ ፏም ውጤታማ መሆኗም አድናቆትን አትርፎ ላታል  ,
 የኮሚሽኑ ውሳኔና የቤተክህነቱ ተቃውሞ  ,
 ይህንንም ባድመንና ሽራሮን በመውረር እውን አርጓል  ,
 ጋዜጠኞችን መለያየታቸው ብዙዎችን አሳዝኗል  ,
 ባለፈው ሰኞ እ ለት ደግሞ በቴሌቭዥን ሌላ ሽልማት ሲሸለም ተመልከት ኩ  ,
 አጠቃላይ ወጪው አስራ ስምንት ሺ ዶላር እንደሆነ ለማወቅ ተችሏል  ,
 ሌሎቹ በሙሉ ጤነ ኞች ናቸው  ,
 መለስና ኢሳያስ እርስ በእርስ ለ መገለባበጥ እየሞከሩ ነው  ,
 የአየር ሀይላችን አውሮፕላኖችም ግዳጃ ቸውን በተገቢው ፈጽመው በሰላም ተመልሰዋል ሲል የመንግስት ቃል አቀባይ ጽፈት ቤት መግለጫ አስታውቋል  ,
 ከ ሟ ቾቹ ጋር የነበሩ ሁለት ታጣቂዎች በሰላም እጃቸውን መስጠታቸው ንም የፖሊስ መግለጫው አክሎ ገልጿል  ,
 ችግሮቹን ደግሞ ማስወገድ ነበረ ባቸው  ,
 አጋፋሪ ዎቻቸው ባ አዳ ኑም አቋማቸው ለ ነርሱ ሀር ቶና ሙ ቡቶ ከ ሰጡት ድጋፍ አይ ለይም  ,
 ይሄኔ መለስ ነቃ አለ  ,
 በዚህ ክልል ለ በርካታ ዜጐችም የስራ እድል ይ ፈጥራል የሚሉ ሲኖሩ በተለይ ለ ሶማሊያውያን እድሉ ሰፊ እንደሆነ ተጠቅ ሷል  ,
 ድፍረት ባይሆን ብኝ ስህተት ነው  ,
 በሀገራችን የቅርብ ዘመን ታሪክ ውስጥ አራት አዲስ ምእራፍ ከፋች ሁ ነቶች መጥቀስ ይቻላል  ,
 የቢራው ኢንዱስትሪ ግን የታክስ ቅነሳ ቢደረግ ለትም ምንም አይነት የዋጋ ለውጥ ለ ደንበኞቹ አላደረገም  ,
 ህወሀት ኢህአዴግ ታድ ሻለሁ ከ ማለቱና ቀውሱ ከ መፈጠሩ በፊት ፖሊስ በፍትህ ሚኒስቴር ስር እንደ ነበር ሲታወቅ ፍትህ ሚኒስትሩም የህወሀት ሰው እንዳል ነበሩ ይታው ሳል  ,
 አሁን ለምን ድምጻቸው ጠፋ ሁለቱ አገሮች በጀመሩት ጦርነት የበለጠ የሰጋው የአሜሪካ መንግስት ነው  ,
 ሁሴን አይዲድ በአሊትሀድ ላይ አቋም ወሰዱ ስምምነትም አደረጉ  ,
 በዚህ እንደ ተስማሙ ለማን ት ሰጥ ለማን ሲባል ለዚህ ማ ካሳ አለ አይደል አንዴ የኮ ሶ ሻጭ ልጅ የሚል ሀሳብ ተሰማ  ,
 ሮናልዶ መናገር የፈለገው ግን ህመሙ ሙሉ ለ ሙሉ ለ መዳን ጊዜ የሚፈልግ ግን የሚድን ለማ ለት ነበር  ,
 በአስተያየቱ ትስማማ ለህ ተብሎ ሲጠየቅ አሰልጣኝ ሀጐስ ይህ አይነት አጋጣሚ በመላው አለም ላይ ሲከሰት ተስተው ሏል በማለት መልሷል  ,
 አኔልካ ከ ሺ ማይክል ጋር በተደጋጋሚ ተገናኝ ቶ ያባ ከ ናቸው ኳሶች የሚያስ ቆጩ ናቸው  ,
 በጀርመን የሚገኙ ወጣቶችም ለ ብሄራዊ ቡድን እድል ስለማይ ሰጣቸው ዜግነታቸውን እየለወጡ ይገኛሉ  ,
 አቶ አለማየሁ ዘገየበ ጸረ ሙስና ኮሚሽን ክስ ላይ መካተታቸውን ከ ጋዜጦች ላይ ከማን በባቸው ውጭ የፍርድ ቤት መጥሪያ እንዳል ደረሳችው መናገራቸውም ተጠቁሟል  ,
 ከ ኢትዮጵያ ጋር ብን ቀላቀል ብዙ የሚለወጥ ነገር የለም  ,
 የአን ግሎ ኢትዮጵያን ማህበር ኤርትራ ሰራዊቷን እንድ ታስወጣ ጠየቀ  ,
 እኔ ራሴ የት ቦታ ሆኜ ስራዬን እንደም ሰራ አላውቅም ማለታቸውን ከ ቢቢሲ በሚ ተላለፈው ፎከስ ኦን አፍሪካ ፕሮግራም ላይ አስደም ጧል  ,
 የሀገር አስተዳደር ሚኒስትሩ ልዩ ረዳት በመሆን ካ ገለገሉ በኋላ በቴህራንና በቴልአቪቭ የጀርመን ኤምባሲዎች ውስጥ ተመድበው አገልግ ለዋል  ,
 በአቶ መለስ የተጠራው ይህ የጦር ጄኔራሎች ስብሰባ አሁንም እንደ ቀጠለ ነው ተብሏል  ,
 ባሊዶግሌ የኢትዮጵያ ጦር ተቆጣጥሮ ታል የተባለው የአይሮፕላን ማረፊያ የሚገኝበት ከተማ ነው  ,
 ሻእቢያ አከ ሸፍ ኳቸው የሚላቸው ስምንቱ የደርግ የዘመቻ ዙ ሮች መና ሆነው የቀሩት በወያኔ ተዋጊዎች መስዋእትነት እንደሆነ ይነገራል  ,
 በኤርትራ በኩል በተመሳሳይ መልኩ የተወሰኑ አላማዎች መነደፋቸውን እሙን ነው  ,
 የአልበሽር መንግስት ከዚህ በኋላ የኤርትራ ሉአላዊነት የሚጻረርና የባለ ስልጣናቱን ስብእና ከሚ ነካ ተግባር መቆጠብ እንደሚ ኖርበት ገልጸዋል  ,
 ይህ ሰው ውሀ ልማት አካባቢ በሚገኘው መኖሪያ ቤቱ የታሸገ በት ሲሆን እርሱም የደረሰበት አይ ታወቅ  ,
 እኛም ወስፋ ት ይሆናል እያ ልን በኋላ በኋላ ነው ይህ የወጣለት  ,
 ከ ቁልቢ ወደ ሀረር ተወስደው መታሰራቸው ከ መታወቁ በስተቀር ይህ ዜና እስከ ተጠናከረ በት ጊዜ ድረስ ምንም አይነት ለውጥ አለመኖሩን ውስጥ አዋቂ ዎቹ ገልጸዋል  ,
 በመሆኑም ሌሎች ክልሎችም ከዚህ በመማር ዜጐቻቸውን ከ አደገኛ እጾች ለ መከላከል በየበኩላቸው ህግና ደንብ ሊ ያዘጋጁ እንደሚ ገባ መግፋትና መገፋፋት ተገቢ ይመ ስላል  ,
 ስለዚህ አሰልጣኙ ራሳቸውን ብቻ እ ያዳመጡ ከ ፍላጐታቸው አል ነቃነቅ ብለዋል በማለት አርሴ ናል ከ ቻምፒየንስ ሊግ ከ ወጣ በኋላ የእንግሊዝ የስፖርት ጋዜጠኞች እየጻፉ ነው  ,
 አሁንም በየክልሉ እየተዘዋወሩ ፕሮጀክቱን እየገመገሙ ናቸው  ,
 መብራት ሀይል በውሳኔው ተጠቃሚ ሳይሆን እንደማይ ቀር ከ ዜና ምንጮቻችን ለ መረዳት ች ለናል  ,
 በአውሮፓ መድረክ ላይ በጥሎ ማለፍ ዋንጫው ላይ ለ ሩብ ፍጻሜ ማለፉን አረጋ ግጧል  ,
 በላይኛው በር ሄድን ስን ጠይቅም ንም አናውቅም ሂዱ ከዚህ ብለው ናል  ,
 ባለፈው ቅዳሜ ፕሬዝዳንት ኢሳያስ በተገኙ በት የተማረከ ውን አብራሪ ኤርትራ ለ ህዝቧ በማሳየት ህዝብ ለ ማስደሰት ሙከራ ማድረጓን የተለያዩ የዜና ምንጮች አሳው ቀዋል  ,
 ሸምጋይ ቡድኑ እንደሚ ሰበሰብ ያስታወቁ ት የወቅቱ የአፍሪካ አንድነት ድርጅት ሊቀመንበርና የቡርኪናፋሶ ፕሬዝዳንት የሆኑት ብሌዝ ካምፓ ኦሬ ናቸው  ,
 ፋና ዲሞክራሲ የተሰኘውና የእፎይታ ጋዜጣና መጽሄት አሳታሚ ድርጅት በይፋ ተዘግቶ ሰራተኞች መበተናቸው ታወቀ  ,
 ለ ግንዛቤ ያህል አንድ ሄክታር መቶ ሜትር በመቶ ሜትር ወይንም አንድ የኳስ መጫወቻ ሜዳ ያህላል  ,
 በጉባኤው ላይ የነበሩት የኢነጋማ ፕሬዚዳንት አቶ ክፍሌ ሙላት ግን ጽድቁ ቀርቶ በወጉ በኮነነ ኝ ነው ያሉት  ,
 የኬንያው ፕሬዝዳንት ከ ኢትዮጵያ ባለስልጣናት ጋር በኬንያና በኢትዮጵያ ድንበር ሞያሌ አካባቢ በተነሳው ግጭት እንደ መከሩ ዲፕሎማቲክ ምንጮች ጠቁ መዋል  ,
 ነገር ግን አንድ ቀን ራሱን በቻለ ሂደትና መልክ ሊ ከናወን የሚችል የማይቀር ድርጊት ነው  ,
 ኢትዮጵያ በአለም ቀይ መስቀል ፊት ለፊት በግልጽ ለ ደህንነቷ የሚያ ሰጉ ኤርትራውያንን ለ ማባረር ተገዳ ለች  ,
 ልኡኩ ከ አንድ ወር በኋላ አዲስ አባና አስመራ ይገባል ተብሎ ይጠበቃል  ,
 የሟች ቤተሰቦች መርዶው እስከ አሁን የተደበቀ ብን አቅም የላቸውም ምን ያደርጋሉ ከሚል ንቀት የመነጨ እንደሆነም በማማረር ይናገራሉ  ,
 አሁን ጊዜው አይደለም ያላ ለ ኝ ሰው የለም ነበር  ,
 ከዚህም ሌላ ሆስፒታሉ አምስት ፐርሰንት የተጐዳ ሲሆን መገልገያ መሳሪያዎቹ በሙሉ ከ ጥቅም ውጪ መሆናቸውን የድርጅቱ ሀላፊ ከ ኖርዌይ ለ ቢቢሲ ገልጠዋል  ,
 ትኩረት ሊ ሰጠው እንደሚ ገባ እየገለጽን አስፈላጊው መልእክት በቀጥታ የሚመለከታቸውን ሁሉ በመወያየት ተጨማሪ መልእክት ለ ማስተላለፍ እንደምን ችል ተስፋ እናደ ጋለን  ,
 አለበለዚያ ግን ከ መሪዎቹ እየራቀ ነው  ,
 ክለባችን የተመሰረተው በአንድ ሺ ዘጠኝ መቶ ዘጠና ነበር  ,
 እስካሁን ያስመዘገበው ውጤትም የሚያበረታታ ነው  ,
 የብራዚል ሻምፒዮና ልክ እንደ በፊቱ የኢትዮጵያ ሻምፒዮና ውድድር አይነት መንገድ ነው የሚከተለው  ,
 በግል ትምህርት ተቋማት የሚያስተምሩ የዩኒቨርስቲ መምህራን መንግስት ደመወዝ ከሚ ከፍላቸው ስራ ውጪ በሌላ የትምህርት ተቋማት እንዳ ያስተምሩ የሚያግድ አዲስ ደንብ አዘጋጅ ቷል  ,
 የቀ ሯትን መንትያ ልጆች በትካዜ ተመለከተቻቸው እነሱ ንም እንደምት ቀብር ከ አይኗ ላይ ከሚ ነበበው ተስፋ መቁረጥ መረዳት ይቻላል  ,
 ሌላው የግምገማው እርሰ ጉዳይ ሆኖ የቀረበው አሰራር ዘለል የሚባለው ነው  ,
 እንዲያውም ከ ሌላው አልተማረም ከ ሚባለው የህብረተሰብ ክፍል ባነሰ መጠን እራሱን ከ ትግሉ አርቆ ነው የሚገኘው  ,
 ባልተለመደ ሁኔታም ለ ብዙዎቹ የነዳጅ ቦቴዎች ተሰናክ ሎ በየገራ ዡና በየቤቱ መኮልኮልም ዋናው መንስኤ ይ አው መሆኑ በስፋት እየተነገረ ነው  ,
 ኢትዮጵያ ወደቡን በነጻ የም ትጠቀምበት ሁኔታ ይ መቻቻል ተባለ  ,
 በዶክተር ታዬ ወልደሰማያት ላይ የሚሰማው ውሳኔ በዳኛው አለ መገኘት ተራዘመ  ,
 በዴን ቨር ኮሎ ራዶ አሜሪካ በቅርቡ በተካሄደው በኢንዱስትሪ እድገት በመ ጠቁ የስምንት አገሮች ስብሰባ ላይ የተወሰነውም ከዚህ ውጭ አልነበረም  ,
 ያንን የመሰለ ጥያቄ አንስቶ በማሾፍና በማጣጣል ማለፍ ከባድ ነው  ,
 እነዚህ ከ ብዙዎቹ የጾም ደረጃዎች ጥቂቶቹ ሲሆኑ በጨዋታና ያለቁም ነገር ሌሊቱን ሙሉ በማ ምሸትና ረመዳን በመምጣቱ የምን ጨነቅና የሚከብደን መሆን የለ በትም  ,
 ፕሬዝዳንት ኢሳያስ አፈወርቂ መንግስታቸው ኢህአፓ ንና ኦነግን ይረዳል በሚል ለ ቀረበላቸው ጥያቄ ኢህአፓ ንም ሆነ ኦነግን መንግስታቸው እንደማይ ረዳ ገልጸዋል  ,
 ቤተክርስቲያኒቱም ሀገሪቱም አንድ ታላቅ ሰው አጡ  ,
 ከዚህም ሌላ ባል ተረጋገጠ ምንጭ በቀረበ ዜና ከ ፈረንሳይ ጋግል የተባሉ ሄሊኮኘተሮችና ሌሎችም ተዋጊ አውሮኘላኖ ች ጂቡቲ መግባታቸው ታውቋል  ,
 ለ አላህ መገዛት ማለት እንዲ ሁ በቀን አም ስቴ ከ ፊቱ መደ ፋት ማለት አይደለም ለህ ግጋ ቶቹና ትእዛዛቱ ምን ጊዜም ታዛዥ ሆኖ መገኘት ማለት ነው እንጂ  ,
